#Navio B MarAd
#Manobra de Curva Giro
#
#Velocidade Inercial
#
#temp           u           v           r
 0.00        4.11000e+00        0.00000e+00        0.00000e+00 
 0.70        4.11000e+00        1.08958e-04        0.00000e+00 
 1.40        4.11000e+00        2.13349e-04        0.00000e+00 
 2.10        4.10816e+00        -2.61130e-03        0.00000e+00 
 2.80        4.10632e+00        -5.31730e-03        0.00000e+00 
 3.50        4.10449e+00        -7.90521e-03        0.00000e+00 
 4.20        4.10265e+00        -1.03756e-02        0.00000e+00 
 4.90        4.10082e+00        -1.27290e-02        0.00000e+00 
 5.60        4.09900e+00        -1.49658e-02        0.00000e+00 
 6.30        4.09717e+00        -1.70867e-02        0.00000e+00 
 7.00        4.09535e+00        -1.90921e-02        0.00000e+00 
 7.70        4.09352e+00        -2.09825e-02        0.00000e+00 
 8.40        4.09170e+00        -2.27583e-02        0.00000e+00 
 9.10        4.08988e+00        -2.44200e-02        0.00000e+00 
 9.80        4.08806e+00        -2.59681e-02        0.00000e+00 
 10.50        4.08624e+00        -2.74030e-02        0.00000e+00 
 11.20        4.08442e+00        -2.87250e-02        0.00000e+00 
 11.90        4.08259e+00        -2.99347e-02        0.00000e+00 
 12.60        4.08077e+00        -3.10325e-02        0.00000e+00 
 13.30        4.07895e+00        -3.20186e-02        0.00000e+00 
 14.00        4.07712e+00        -3.28936e-02        0.00000e+00 
 14.70        4.07529e+00        -3.36579e-02        0.00000e+00 
 15.40        4.07346e+00        -3.43117e-02        0.00000e+00 
 16.10        4.07163e+00        -3.48556e-02        0.00000e+00 
 16.80        4.06979e+00        -3.52897e-02        0.00000e+00 
 17.50        4.06795e+00        -3.56147e-02        0.00000e+00 
 18.20        4.06610e+00        -3.58307e-02        0.00000e+00 
 18.90        4.06425e+00        -3.59382e-02        0.00000e+00 
 19.60        4.06239e+00        -3.59375e-02        0.00000e+00 
 20.30        4.06053e+00        -3.58290e-02        0.00000e+00 
 21.00        4.05866e+00        -3.56130e-02        0.00000e+00 
 21.70        4.05678e+00        -3.52900e-02        0.00000e+00 
 22.40        4.05490e+00        -3.48602e-02        0.00000e+00 
 23.10        4.05300e+00        -3.43240e-02        0.00000e+00 
 23.80        4.05110e+00        -3.36818e-02        0.00000e+00 
 24.50        4.04919e+00        -3.29339e-02        0.00000e+00 
 25.20        4.04727e+00        -3.20807e-02        0.00000e+00 
 25.90        4.04534e+00        -3.11226e-02        0.00000e+00 
 26.60        4.04340e+00        -3.00599e-02        0.00000e+00 
 27.30        4.04144e+00        -2.88930e-02        0.00000e+00 
 28.00        4.03948e+00        -2.76223e-02        0.00000e+00 
 28.70        4.03750e+00        -2.62481e-02        0.00000e+00 
 29.40        4.03551e+00        -2.47708e-02        0.00000e+00 
 30.10        4.03350e+00        -2.31908e-02        0.00000e+00 
 30.80        4.03148e+00        -2.15086e-02        0.00000e+00 
 31.50        4.02945e+00        -1.97244e-02        0.00000e+00 
 32.20        4.02739e+00        -1.78387e-02        0.00000e+00 
 32.90        4.02533e+00        -1.58519e-02        0.00000e+00 
 33.60        4.02324e+00        -1.37644e-02        0.00000e+00 
 34.30        4.02114e+00        -1.15767e-02        0.00000e+00 
 35.00        4.01902e+00        -9.28905e-03        0.00000e+00 
 35.70        4.01688e+00        -6.90204e-03        0.00000e+00 
