#Navio B MarAd
#Manobra de Curva Giro
#
#Velocidade Inercial
#
#temp           u           v           r
 0.00        4.11000e+00        0.00000e+00        0.00000e+00 
 0.70        4.11000e+00        8.37902e-05        0.00000e+00 
 1.40        4.11000e+00        1.64019e-04        0.00000e+00 
 2.10        4.10816e+00        -2.68298e-03        0.00000e+00 
 2.80        4.10632e+00        -5.40865e-03        0.00000e+00 
 3.50        4.10448e+00        -8.01346e-03        0.00000e+00 
 4.20        4.10265e+00        -1.04979e-02        0.00000e+00 
 4.90        4.10082e+00        -1.28623e-02        0.00000e+00 
 5.60        4.09899e+00        -1.51072e-02        0.00000e+00 
 6.30        4.09716e+00        -1.72330e-02        0.00000e+00 
 7.00        4.09534e+00        -1.92401e-02        0.00000e+00 
 7.70        4.09352e+00        -2.11288e-02        0.00000e+00 
 8.40        4.09170e+00        -2.28995e-02        0.00000e+00 
 9.10        4.08988e+00        -2.45526e-02        0.00000e+00 
 9.80        4.08806e+00        -2.60885e-02        0.00000e+00 
 10.50        4.08624e+00        -2.75074e-02        0.00000e+00 
 11.20        4.08442e+00        -2.88097e-02        0.00000e+00 
 11.90        4.08261e+00        -2.99957e-02        0.00000e+00 
 12.60        4.08079e+00        -3.10657e-02        0.00000e+00 
 13.30        4.07898e+00        -3.20200e-02        0.00000e+00 
 14.00        4.07716e+00        -3.28589e-02        0.00000e+00 
 14.70        4.07534e+00        -3.35826e-02        0.00000e+00 
 15.40        4.07353e+00        -3.41915e-02        0.00000e+00 
 16.10        4.07171e+00        -3.46858e-02        0.00000e+00 
 16.80        4.06989e+00        -3.50658e-02        0.00000e+00 
 17.50        4.06807e+00        -3.53316e-02        0.00000e+00 
 18.20        4.06624e+00        -3.54837e-02        0.00000e+00 
 18.90        4.06442e+00        -3.55222e-02        0.00000e+00 
 19.60        4.06259e+00        -3.54473e-02        0.00000e+00 
 20.30        4.06076e+00        -3.52593e-02        0.00000e+00 
 21.00        4.05892e+00        -3.49584e-02        0.00000e+00 
 21.70        4.05708e+00        -3.45449e-02        0.00000e+00 
 22.40        4.05523e+00        -3.40189e-02        0.00000e+00 
 23.10        4.05338e+00        -3.33808e-02        0.00000e+00 
 23.80        4.05153e+00        -3.26307e-02        0.00000e+00 
 24.50        4.04967e+00        -3.17689e-02        0.00000e+00 
 25.20        4.04780e+00        -3.07956e-02        0.00000e+00 
 25.90        4.04592e+00        -2.97110e-02        0.00000e+00 
 26.60        4.04404e+00        -2.85153e-02        0.00000e+00 
 27.30        4.04215e+00        -2.72088e-02        0.00000e+00 
 28.00        4.04025e+00        -2.57918e-02        0.00000e+00 
 28.70        4.03834e+00        -2.42643e-02        0.00000e+00 
 29.40        4.03643e+00        -2.26268e-02        0.00000e+00 
 30.10        4.03450e+00        -2.08794e-02        0.00000e+00 
 30.80        4.03256e+00        -1.90223e-02        0.00000e+00 
 31.50        4.03061e+00        -1.70559e-02        0.00000e+00 
 32.20        4.02865e+00        -1.49803e-02        0.00000e+00 
 32.90        4.02668e+00        -1.27958e-02        0.00000e+00 
 33.60        4.02469e+00        -1.05027e-02        0.00000e+00 
 34.30        4.02270e+00        -8.10133e-03        0.00000e+00 
 35.00        4.02068e+00        -5.59184e-03        0.00000e+00 
 35.70        4.01866e+00        -2.97456e-03        0.00000e+00 
 36.40        4.01661e+00        -2.49784e-04        0.00000e+00 
 37.10        4.01455e+00        2.58220e-03        0.00000e+00 
