#Navio B MarAd
#Manobra de Curva Giro
#
#Velocidade Inercial
#
#temp           u           v           r
 0.00        4.11000e+00        0.00000e+00        0.00000e+00 
 0.70        4.11000e+00        8.38145e-05        0.00000e+00 
 1.40        4.11000e+00        1.64118e-04        0.00000e+00 
 2.10        4.10816e+00        -2.68361e-03        0.00000e+00 
 2.80        4.10632e+00        -5.41170e-03        0.00000e+00 
 3.50        4.10448e+00        -8.02071e-03        0.00000e+00 
 4.20        4.10265e+00        -1.05112e-02        0.00000e+00 
 4.90        4.10082e+00        -1.28837e-02        0.00000e+00 
 5.60        4.09899e+00        -1.51386e-02        0.00000e+00 
 6.30        4.09716e+00        -1.72766e-02        0.00000e+00 
 7.00        4.09534e+00        -1.92980e-02        0.00000e+00 
 7.70        4.09352e+00        -2.12034e-02        0.00000e+00 
 8.40        4.09170e+00        -2.29931e-02        0.00000e+00 
 9.10        4.08988e+00        -2.46677e-02        0.00000e+00 
 9.80        4.08806e+00        -2.62275e-02        0.00000e+00 
 10.50        4.08624e+00        -2.76730e-02        0.00000e+00 
 11.20        4.08442e+00        -2.90046e-02        0.00000e+00 
 11.90        4.08261e+00        -3.02227e-02        0.00000e+00 
 12.60        4.08079e+00        -3.13276e-02        0.00000e+00 
 13.30        4.07898e+00        -3.23197e-02        0.00000e+00 
 14.00        4.07716e+00        -3.31994e-02        0.00000e+00 
 14.70        4.07534e+00        -3.39671e-02        0.00000e+00 
 15.40        4.07353e+00        -3.46231e-02        0.00000e+00 
 16.10        4.07171e+00        -3.51677e-02        0.00000e+00 
 16.80        4.06989e+00        -3.56013e-02        0.00000e+00 
 17.50        4.06807e+00        -3.59242e-02        0.00000e+00 
 18.20        4.06624e+00        -3.61367e-02        0.00000e+00 
 18.90        4.06442e+00        -3.62392e-02        0.00000e+00 
 19.60        4.06259e+00        -3.62320e-02        0.00000e+00 
 20.30        4.06076e+00        -3.61153e-02        0.00000e+00 
 21.00        4.05892e+00        -3.58895e-02        0.00000e+00 
 21.70        4.05708e+00        -3.55549e-02        0.00000e+00 
 22.40        4.05524e+00        -3.51118e-02        0.00000e+00 
 23.10        4.05339e+00        -3.45604e-02        0.00000e+00 
 23.80        4.05153e+00        -3.39012e-02        0.00000e+00 
 24.50        4.04967e+00        -3.31343e-02        0.00000e+00 
 25.20        4.04781e+00        -3.22600e-02        0.00000e+00 
 25.90        4.04593e+00        -3.12787e-02        0.00000e+00 
 26.60        4.04405e+00        -3.01907e-02        0.00000e+00 
 27.30        4.04217e+00        -2.89961e-02        0.00000e+00 
 28.00        4.04027e+00        -2.76955e-02        0.00000e+00 
 28.70        4.03836e+00        -2.62889e-02        0.00000e+00 
 29.40        4.03645e+00        -2.47768e-02        0.00000e+00 
 30.10        4.03453e+00        -2.31594e-02        0.00000e+00 
 30.80        4.03259e+00        -2.14370e-02        0.00000e+00 
 31.50        4.03065e+00        -1.96099e-02        0.00000e+00 
 32.20        4.02869e+00        -1.76785e-02        0.00000e+00 
 32.90        4.02672e+00        -1.56430e-02        0.00000e+00 
 33.60        4.02474e+00        -1.35037e-02        0.00000e+00 
