#Navio B MarAd
#Manobra de Curva de Giro
#
#Forças e Momentos
#
#temp           X           Y           K           N 
 0.00        0.00000e+00        3.77209e+05        0.00000e+00        -6.93723e+07 
 0.70        -2.20640e+00        3.95020e+05        0.00000e+00        -6.82741e+07 
 1.40        -4.51916e+06        -1.19971e+07        0.00000e+00        2.19504e+09 
 2.10        -4.50816e+06        -1.25441e+07        0.00000e+00        2.15781e+09 
 2.80        -4.50174e+06        -1.30701e+07        0.00000e+00        2.12177e+09 
 3.50        -4.50003e+06        -1.35753e+07        0.00000e+00        2.08686e+09 
 4.20        -4.50315e+06        -1.40603e+07        0.00000e+00        2.05301e+09 
 4.90        -4.51119e+06        -1.45254e+07        0.00000e+00        2.02014e+09 
 5.60        -4.52423e+06        -1.49709e+07        0.00000e+00        1.98819e+09 
 6.30        -4.54234e+06        -1.53973e+07        0.00000e+00        1.95709e+09 
 7.00        -4.56556e+06        -1.58047e+07        0.00000e+00        1.92680e+09 
 7.70        -4.59394e+06        -1.61936e+07        0.00000e+00        1.89725e+09 
 8.40        -4.62749e+06        -1.65642e+07        0.00000e+00        1.86838e+09 
 9.10        -4.66623e+06        -1.69168e+07        0.00000e+00        1.84015e+09 
 9.80        -4.71016e+06        -1.72516e+07        0.00000e+00        1.81252e+09 
 10.50        -4.75925e+06        -1.75690e+07        0.00000e+00        1.78542e+09 
 11.20        -4.81350e+06        -1.78692e+07        0.00000e+00        1.75883e+09 
 11.90        -4.87285e+06        -1.81524e+07        0.00000e+00        1.73270e+09 
 12.60        -4.93727e+06        -1.84188e+07        0.00000e+00        1.70698e+09 
 13.30        -5.00670e+06        -1.86687e+07        0.00000e+00        1.68165e+09 
 14.00        -5.08108e+06        -1.89024e+07        0.00000e+00        1.65667e+09 
 14.70        -5.16032e+06        -1.91199e+07        0.00000e+00        1.63201e+09 
 15.40        -5.24436e+06        -1.93216e+07        0.00000e+00        1.60763e+09 
 16.10        -5.33309e+06        -1.95077e+07        0.00000e+00        1.58351e+09 
 16.80        -5.42642e+06        -1.96783e+07        0.00000e+00        1.55962e+09 
 17.50        -5.52424e+06        -1.98337e+07        0.00000e+00        1.53595e+09 
 18.20        -5.62644e+06        -1.99741e+07        0.00000e+00        1.51245e+09 
 18.90        -5.73288e+06        -2.00998e+07        0.00000e+00        1.48912e+09 
 19.60        -5.84345e+06        -2.02109e+07        0.00000e+00        1.46594e+09 
 20.30        -5.95801e+06        -2.03077e+07        0.00000e+00        1.44288e+09 
 21.00        -6.07642e+06        -2.03903e+07        0.00000e+00        1.41994e+09 
 21.70        -6.19852e+06        -2.04591e+07        0.00000e+00        1.39709e+09 
 22.40        -6.32418e+06        -2.05142e+07        0.00000e+00        1.37433e+09 
 23.10        -6.45322e+06        -2.05559e+07        0.00000e+00        1.35164e+09 
 23.80        -6.58548e+06        -2.05844e+07        0.00000e+00        1.32901e+09 
 24.50        -6.72081e+06        -2.06000e+07        0.00000e+00        1.30643e+09 
 25.20        -6.85902e+06        -2.06029e+07        0.00000e+00        1.28390e+09 
 25.90        -6.99995e+06        -2.05933e+07        0.00000e+00        1.26141e+09 
 26.60        -7.14341e+06        -2.05715e+07        0.00000e+00        1.23896e+09 
 27.30        -7.28923e+06        -2.05378e+07        0.00000e+00        1.21653e+09 
 28.00        -7.43722e+06        -2.04924e+07        0.00000e+00        1.19413e+09 
 28.70        -7.58720e+06        -2.04356e+07        0.00000e+00        1.17176e+09 
 29.40        -7.73898e+06        -2.03677e+07        0.00000e+00        1.14940e+09 
 30.10        -7.89237e+06        -2.02889e+07        0.00000e+00        1.12707e+09 
