#Navio B MarAd
#Manobra de Curva                     de Zig-Zag
#
#velocidade no Sistema Solidário 
#
#temp           u           v           w dot                     roll   dot pitch     dot yaw 
 1012.90        4.77143e+00        -6.41186e-01        0.00000e+00        0.00000e+00        0.00000e+00        4.77941e-04 
 1013.60        4.77476e+00        -6.33223e-01        0.00000e+00        0.00000e+00        0.00000e+00        4.13451e-04 
 1014.30        4.77813e+00        -6.25254e-01        0.00000e+00        0.00000e+00        0.00000e+00        3.49718e-04 
 1015.00        4.78155e+00        -6.17280e-01        0.00000e+00        0.00000e+00        0.00000e+00        2.86715e-04 
 1015.70        4.78499e+00        -6.09299e-01        0.00000e+00        0.00000e+00        0.00000e+00        2.24420e-04 
 1016.40        4.78848e+00        -6.01312e-01        0.00000e+00        0.00000e+00        0.00000e+00        1.62807e-04 
 1017.10        4.79200e+00        -5.93318e-01        0.00000e+00        0.00000e+00        0.00000e+00        1.01854e-04 
 1017.80        4.79555e+00        -5.85317e-01        0.00000e+00        0.00000e+00        0.00000e+00        4.15368e-05 
 1018.50        4.79913e+00        -5.77309e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.81661e-05 
 1019.20        4.80275e+00        -5.69287e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.72773e-05 
 1019.90        4.80639e+00        -5.61233e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.35818e-04 
 1020.60        4.81005e+00        -5.53150e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.93810e-04 
 1021.30        4.81375e+00        -5.45038e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.51271e-04 
 1022.00        4.81747e+00        -5.36898e-01        0.00000e+00        0.00000e+00        0.00000e+00        -3.08223e-04 
 1022.70        4.82121e+00        -5.28731e-01        0.00000e+00        0.00000e+00        0.00000e+00        -3.64684e-04 
 1023.40        4.82497e+00        -5.20537e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.20674e-04 
 1024.10        4.82875e+00        -5.12317e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.76210e-04 
 1024.80        4.83255e+00        -5.04073e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.31311e-04 
 1025.50        4.83637e+00        -4.95804e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.85994e-04 
 1026.20        4.84020e+00        -4.87512e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.40278e-04 
 1026.90        4.84405e+00        -4.79196e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.94179e-04 
 1027.60        4.84791e+00        -4.70858e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.47713e-04 
 1028.30        4.85179e+00        -4.62499e-01        0.00000e+00        0.00000e+00        0.00000e+00        -8.00898e-04 
 1029.00        4.85568e+00        -4.54117e-01        0.00000e+00        0.00000e+00        0.00000e+00        -8.53749e-04 
 1029.70        4.85958e+00        -4.45715e-01        0.00000e+00        0.00000e+00        0.00000e+00        -9.06281e-04 
 1030.40        4.86348e+00        -4.37292e-01        0.00000e+00        0.00000e+00        0.00000e+00        -9.58511e-04 
 1031.10        4.86740e+00        -4.28850e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.01045e-03 
 1031.80        4.87132e+00        -4.20387e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.06212e-03 
 1032.50        4.87525e+00        -4.11906e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.11353e-03 
 1033.20        4.87918e+00        -4.03406e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.16470e-03 
 1033.90        4.88312e+00        -3.94887e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.21564e-03 
 1034.60        4.88706e+00        -3.86349e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.26636e-03 
 1035.30        4.89100e+00        -3.77794e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.31687e-03 
 1036.00        4.89494e+00        -3.69221e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.36720e-03 
 1036.70        4.89888e+00        -3.60631e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.41735e-03 
 1037.40        4.90283e+00        -3.52024e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.46733e-03 
 1038.10        4.90676e+00        -3.43399e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.51717e-03 
 1038.80        4.91070e+00        -3.34758e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.56686e-03 
 1039.50        4.91463e+00        -3.26100e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.61642e-03 
 1040.20        4.91855e+00        -3.17426e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.66587e-03 
 1040.90        4.92247e+00        -3.08735e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.71522e-03 
 1041.60        4.92639e+00        -3.00029e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.76447e-03 
 1042.30        4.93029e+00        -2.91306e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.81363e-03 
 1043.00        4.93418e+00        -2.82567e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.86273e-03 
 1043.70        4.93807e+00        -2.73812e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.91176e-03 
 1044.40        4.94194e+00        -2.65041e-01        0.00000e+00        0.00000e+00        0.00000e+00        -1.96075e-03 
 1045.10        4.94581e+00        -2.56254e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.00969e-03 
 1045.80        4.94965e+00        -2.47452e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.05861e-03 
 1046.50        4.95349e+00        -2.38634e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.10750e-03 
 1047.20        4.95731e+00        -2.29800e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.15639e-03 
 1047.90        4.96112e+00        -2.20950e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.20527e-03 
 1048.60        4.96490e+00        -2.12085e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.25417e-03 
 1049.30        4.96867e+00        -2.03204e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.30308e-03 
 1050.00        4.97243e+00        -1.94307e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.35202e-03 
 1050.70        4.97616e+00        -1.85394e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.40099e-03 
 1051.40        4.97987e+00        -1.76465e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.45001e-03 
 1052.10        4.98357e+00        -1.67520e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.49909e-03 
 1052.80        4.98724e+00        -1.58559e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.54823e-03 
 1053.50        4.99088e+00        -1.49582e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.59744e-03 
 1054.20        4.99451e+00        -1.40589e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.64673e-03 
 1054.90        4.99811e+00        -1.31579e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.69610e-03 
 1055.60        5.00168e+00        -1.22553e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.74558e-03 
 1056.30        5.00522e+00        -1.13511e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.79515e-03 
 1057.00        5.00874e+00        -1.04452e-01        0.00000e+00        0.00000e+00        0.00000e+00        -2.84484e-03 
 1057.70        5.01223e+00        -9.53756e-02        0.00000e+00        0.00000e+00        0.00000e+00        -2.89465e-03 
 1058.40        5.01569e+00        -8.62827e-02        0.00000e+00        0.00000e+00        0.00000e+00        -2.94458e-03 
 1059.10        5.01912e+00        -7.71727e-02        0.00000e+00        0.00000e+00        0.00000e+00        -2.99466e-03 
 1059.80        5.02252e+00        -6.80456e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.04487e-03 
 1060.50        5.02589e+00        -5.89011e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.09523e-03 
 1061.20        5.02922e+00        -4.97391e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.14575e-03 
 1061.90        5.03252e+00        -4.05594e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.19643e-03 
 1062.60        5.03578e+00        -3.13619e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.24729e-03 
 1063.30        5.03901e+00        -2.21465e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.29832e-03 
 1064.00        5.04220e+00        -1.29129e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.34954e-03 
 1064.70        5.04535e+00        -3.66092e-03        0.00000e+00        0.00000e+00        0.00000e+00        -3.40095e-03 
 1065.40        5.04847e+00        5.60952e-03        0.00000e+00        0.00000e+00        0.00000e+00        -3.45256e-03 
 1066.10        5.05154e+00        1.48979e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.50418e-03 
 1066.80        5.05457e+00        2.42030e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.55568e-03 
 1067.50        5.05756e+00        3.35237e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.60705e-03 
 1068.20        5.06051e+00        4.28589e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.65830e-03 
 1068.90        5.06341e+00        5.22074e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.70940e-03 
 1069.60        5.06627e+00        6.15681e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.76036e-03 
 1070.30        5.06908e+00        7.09398e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.81118e-03 
 1071.00        5.07184e+00        8.03214e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.86184e-03 
 1071.70        5.07456e+00        8.97118e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.91235e-03 
 1072.40        5.07723e+00        9.91097e-02        0.00000e+00        0.00000e+00        0.00000e+00        -3.96269e-03 
 1073.10        5.07984e+00        1.08514e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.01285e-03 
 1073.80        5.08241e+00        1.17924e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.06285e-03 
 1074.50        5.08492e+00        1.27338e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.11266e-03 
 1075.20        5.08739e+00        1.36754e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.16229e-03 
 1075.90        5.08980e+00        1.46173e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.21173e-03 
 1076.60        5.09215e+00        1.55592e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.26097e-03 
 1077.30        5.09445e+00        1.65011e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.31000e-03 
 1078.00        5.09669e+00        1.74428e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.35883e-03 
 1078.70        5.09888e+00        1.83842e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.40744e-03 
 1079.40        5.10101e+00        1.93252e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.45584e-03 
 1080.10        5.10308e+00        2.02657e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.50401e-03 
 1080.80        5.10509e+00        2.12056e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.55195e-03 
 1081.50        5.10704e+00        2.21447e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.59966e-03 
 1082.20        5.10893e+00        2.30830e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.64713e-03 
 1082.90        5.11076e+00        2.40203e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.69435e-03 
 1083.60        5.11252e+00        2.49565e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.74133e-03 
 1084.30        5.11423e+00        2.58915e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.78804e-03 
 1085.00        5.11587e+00        2.68251e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.83450e-03 
 1085.70        5.11744e+00        2.77574e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.88069e-03 
 1086.40        5.11895e+00        2.86881e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.92661e-03 
 1087.10        5.12040e+00        2.96171e-01        0.00000e+00        0.00000e+00        0.00000e+00        -4.97226e-03 
 1087.80        5.12178e+00        3.05444e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.01762e-03 
 1088.50        5.12309e+00        3.14698e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.06270e-03 
 1089.20        5.12433e+00        3.23932e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.10750e-03 
 1089.90        5.12551e+00        3.33145e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.15200e-03 
 1090.60        5.12662e+00        3.42337e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.19620e-03 
 1091.30        5.12766e+00        3.51505e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.24009e-03 
 1092.00        5.12863e+00        3.60649e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.28368e-03 
 1092.70        5.12953e+00        3.69768e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.32696e-03 
 1093.40        5.13036e+00        3.78860e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.36992e-03 
 1094.10        5.13112e+00        3.87925e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.41257e-03 
 1094.80        5.13181e+00        3.96962e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.45489e-03 
 1095.50        5.13243e+00        4.05970e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.49688e-03 
 1096.20        5.13297e+00        4.14947e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.53854e-03 
 1096.90        5.13344e+00        4.23893e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.57987e-03 
 1097.60        5.13384e+00        4.32807e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.62085e-03 
 1098.30        5.13417e+00        4.41688e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.66150e-03 
 1099.00        5.13443e+00        4.50534e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.70179e-03 
 1099.70        5.13461e+00        4.59345e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.74174e-03 
 1100.40        5.13472e+00        4.68121e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.78134e-03 
 1101.10        5.13475e+00        4.76859e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.82058e-03 
 1101.80        5.13471e+00        4.85559e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.85946e-03 
 1102.50        5.13460e+00        4.94221e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.89798e-03 
 1103.20        5.13441e+00        5.02843e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.93614e-03 
 1103.90        5.13415e+00        5.11425e-01        0.00000e+00        0.00000e+00        0.00000e+00        -5.97393e-03 
 1104.60        5.13381e+00        5.19965e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.01135e-03 
 1105.30        5.13340e+00        5.28463e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.04840e-03 
 1106.00        5.13291e+00        5.36919e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.08507e-03 
 1106.70        5.13235e+00        5.45330e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.12137e-03 
 1107.40        5.13172e+00        5.53697e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.15728e-03 
 1108.10        5.13101e+00        5.62019e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.19282e-03 
 1108.80        5.13022e+00        5.70295e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.22797e-03 
 1109.50        5.12936e+00        5.78524e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.26274e-03 
 1110.20        5.12843e+00        5.86705e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.29712e-03 
 1110.90        5.12742e+00        5.94839e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.33111e-03 
 1111.60        5.12634e+00        6.02924e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.36471e-03 
 1112.30        5.12518e+00        6.10959e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.39793e-03 
 1113.00        5.12395e+00        6.18944e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.43074e-03 
 1113.70        5.12265e+00        6.26878e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.46317e-03 
 1114.40        5.12127e+00        6.34761e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.49520e-03 
 1115.10        5.11982e+00        6.42592e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.52683e-03 
 1115.80        5.11829e+00        6.50371e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.55807e-03 
 1116.50        5.11670e+00        6.58096e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.58891e-03 
 1117.20        5.11503e+00        6.65768e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.61935e-03 
 1117.90        5.11329e+00        6.73386e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.64939e-03 
 1118.60        5.11147e+00        6.80949e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.67903e-03 
 1119.30        5.10959e+00        6.88457e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.70827e-03 
 1120.00        5.10763e+00        6.95909e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.73712e-03 
 1120.70        5.10560e+00        7.03305e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.76556e-03 
 1121.40        5.10350e+00        7.10645e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.79360e-03 
 1122.10        5.10133e+00        7.17927e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.82125e-03 
 1122.80        5.09910e+00        7.25153e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.84849e-03 
 1123.50        5.09679e+00        7.32320e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.87533e-03 
 1124.20        5.09441e+00        7.39430e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.90178e-03 
 1124.90        5.09197e+00        7.46481e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.92783e-03 
 1125.60        5.08945e+00        7.53474e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.95347e-03 
 1126.30        5.08687e+00        7.60407e-01        0.00000e+00        0.00000e+00        0.00000e+00        -6.97872e-03 
 1127.00        5.08422e+00        7.67281e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.00358e-03 
 1127.70        5.08151e+00        7.74096e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.02804e-03 
 1128.40        5.07873e+00        7.80850e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.05210e-03 
 1129.10        5.07589e+00        7.87544e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.07577e-03 
 1129.80        5.07297e+00        7.94178e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.09904e-03 
 1130.50        5.07000e+00        8.00752e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.12193e-03 
 1131.20        5.06696e+00        8.07264e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.14442e-03 
 1131.90        5.06386e+00        8.13716e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.16653e-03 
 1132.60        5.06070e+00        8.20106e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.18824e-03 
 1133.30        5.05747e+00        8.26435e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.20957e-03 
 1134.00        5.05418e+00        8.32703e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.23052e-03 
 1134.70        5.05084e+00        8.38909e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.25108e-03 
 1135.40        5.04743e+00        8.45053e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.27126e-03 
 1136.10        5.04396e+00        8.51136e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.29107e-03 
 1136.80        5.04044e+00        8.57157e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.31049e-03 
 1137.50        5.03685e+00        8.63116e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.32954e-03 
 1138.20        5.03321e+00        8.69013e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.34821e-03 
 1138.90        5.02952e+00        8.74848e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.36652e-03 
 1139.60        5.02576e+00        8.80621e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.38445e-03 
 1140.30        5.02195e+00        8.86332e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.40202e-03 
 1141.00        5.01809e+00        8.91981e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.41922e-03 
 1141.70        5.01418e+00        8.97569e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.43606e-03 
 1142.40        5.01021e+00        9.03094e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.45254e-03 
 1143.10        5.00618e+00        9.08558e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.46866e-03 
 1143.80        5.00211e+00        9.13959e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.48442e-03 
 1144.50        4.99799e+00        9.19299e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.49984e-03 
 1145.20        4.99381e+00        9.24578e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.51490e-03 
 1145.90        4.98959e+00        9.29795e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.52961e-03 
 1146.60        4.98532e+00        9.34951e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.54398e-03 
 1147.30        4.98100e+00        9.40045e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.55801e-03 
 1148.00        4.97663e+00        9.45078e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.57169e-03 
 1148.70        4.97221e+00        9.50050e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.58504e-03 
 1149.40        4.96776e+00        9.54962e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.59806e-03 
 1150.10        4.96325e+00        9.59812e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.61074e-03 
 1150.80        4.95870e+00        9.64603e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.62310e-03 
 1151.50        4.95411e+00        9.69333e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.63513e-03 
 1152.20        4.94948e+00        9.74003e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.64683e-03 
 1152.90        4.94480e+00        9.78613e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.65822e-03 
 1153.60        4.94009e+00        9.83163e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.66929e-03 
 1154.30        4.93533e+00        9.87654e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.68005e-03 
 1155.00        4.93053e+00        9.92086e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.69050e-03 
 1155.70        4.92570e+00        9.96459e-01        0.00000e+00        0.00000e+00        0.00000e+00        -7.70063e-03 
 1156.40        4.92083e+00        1.00077e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.71047e-03 
 1157.10        4.91592e+00        1.00503e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.72000e-03 
 1157.80        4.91097e+00        1.00923e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.72924e-03 
 1158.50        4.90599e+00        1.01337e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.73818e-03 
 1159.20        4.90097e+00        1.01745e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.74683e-03 
 1159.90        4.89592e+00        1.02147e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.75519e-03 
 1160.60        4.89084e+00        1.02544e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.76326e-03 
 1161.30        4.88572e+00        1.02935e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.77105e-03 
 1162.00        4.88057e+00        1.03321e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.77856e-03 
 1162.70        4.87539e+00        1.03701e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.78580e-03 
 1163.40        4.87018e+00        1.04075e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.79276e-03 
 1164.10        4.86495e+00        1.04444e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.79946e-03 
 1164.80        4.85968e+00        1.04807e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.80589e-03 
 1165.50        4.85438e+00        1.05165e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.81205e-03 
 1166.20        4.84906e+00        1.05517e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.81796e-03 
 1166.90        4.84371e+00        1.05864e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.82361e-03 
 1167.60        4.83833e+00        1.06206e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.82900e-03 
 1168.30        4.83293e+00        1.06542e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.83415e-03 
 1169.00        4.82751e+00        1.06873e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.83905e-03 
 1169.70        4.82206e+00        1.07199e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.84371e-03 
 1170.40        4.81659e+00        1.07519e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.84812e-03 
 1171.10        4.81109e+00        1.07835e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.85230e-03 
 1171.80        4.80558e+00        1.08145e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.85624e-03 
 1172.50        4.80004e+00        1.08450e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.85996e-03 
 1173.20        4.79449e+00        1.08750e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.86344e-03 
 1173.90        4.78891e+00        1.09045e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.86671e-03 
 1174.60        4.78332e+00        1.09335e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.86975e-03 
 1175.30        4.77770e+00        1.09621e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.87257e-03 
 1176.00        4.77207e+00        1.09901e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.87518e-03 
 1176.70        4.76643e+00        1.10176e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.87758e-03 
 1177.40        4.76076e+00        1.10447e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.87976e-03 
 1178.10        4.75508e+00        1.10712e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.88175e-03 
 1178.80        4.74939e+00        1.10974e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.88353e-03 
 1179.50        4.74368e+00        1.11230e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.88511e-03 
 1180.20        4.73796e+00        1.11482e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.88650e-03 
 1180.90        4.73222e+00        1.11729e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.88769e-03 
 1181.60        4.72648e+00        1.11971e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.88869e-03 
 1182.30        4.72072e+00        1.12209e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.88951e-03 
 1183.00        4.71495e+00        1.12443e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.89014e-03 
 1183.70        4.70917e+00        1.12672e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.89059e-03 
 1184.40        4.70338e+00        1.12896e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.89086e-03 
 1185.10        4.69758e+00        1.13117e+00        0.00000e+00        0.00000e+00        0.00000e+00        -7.89096e-03 
