#Navio B MarAd
#Manobra de Curva Giro
#
#Velocidade Inercial
#
#temp           u           v           r
 0.00        4.11000e+00        0.00000e+00        0.00000e+00 
 0.70        4.11000e+00        8.38136e-05        0.00000e+00 
 1.40        4.11000e+00        1.64115e-04        0.00000e+00 
 2.10        4.10798e+00        -2.97594e-03        0.00000e+00 
 2.80        4.10595e+00        -5.98385e-03        0.00000e+00 
 3.50        4.10393e+00        -8.86027e-03        0.00000e+00 
 4.20        4.10192e+00        -1.16058e-02        0.00000e+00 
 4.90        4.09990e+00        -1.42212e-02        0.00000e+00 
 5.60        4.09789e+00        -1.67069e-02        0.00000e+00 
 6.30        4.09588e+00        -1.90636e-02        0.00000e+00 
 7.00        4.09388e+00        -2.12918e-02        0.00000e+00 
 7.70        4.09187e+00        -2.33922e-02        0.00000e+00 
 8.40        4.08987e+00        -2.53652e-02        0.00000e+00 
 9.10        4.08787e+00        -2.72115e-02        0.00000e+00 
 9.80        4.08587e+00        -2.89314e-02        0.00000e+00 
 10.50        4.08387e+00        -3.05256e-02        0.00000e+00 
 11.20        4.08187e+00        -3.19946e-02        0.00000e+00 
 11.90        4.07987e+00        -3.33388e-02        0.00000e+00 
 12.60        4.07788e+00        -3.45587e-02        0.00000e+00 
 13.30        4.07588e+00        -3.56548e-02        0.00000e+00 
 14.00        4.07388e+00        -3.66275e-02        0.00000e+00 
 14.70        4.07188e+00        -3.74774e-02        0.00000e+00 
 15.40        4.06988e+00        -3.82048e-02        0.00000e+00 
 16.10        4.06788e+00        -3.88103e-02        0.00000e+00 
 16.80        4.06588e+00        -3.92941e-02        0.00000e+00 
 17.50        4.06388e+00        -3.96569e-02        0.00000e+00 
 18.20        4.06187e+00        -3.98989e-02        0.00000e+00 
 18.90        4.05986e+00        -4.00207e-02        0.00000e+00 
 19.60        4.05784e+00        -4.00226e-02        0.00000e+00 
 20.30        4.05583e+00        -3.99051e-02        0.00000e+00 
 21.00        4.05380e+00        -3.96685e-02        0.00000e+00 
 21.70        4.05177e+00        -3.93133e-02        0.00000e+00 
 22.40        4.04974e+00        -3.88399e-02        0.00000e+00 
 23.10        4.04770e+00        -3.82486e-02        0.00000e+00 
 23.80        4.04566e+00        -3.75400e-02        0.00000e+00 
 24.50        4.04360e+00        -3.67144e-02        0.00000e+00 
 25.20        4.04154e+00        -3.57722e-02        0.00000e+00 
 25.90        4.03947e+00        -3.47138e-02        0.00000e+00 
 26.60        4.03740e+00        -3.35396e-02        0.00000e+00 
 27.30        4.03531e+00        -3.22501e-02        0.00000e+00 
 28.00        4.03322e+00        -3.08456e-02        0.00000e+00 
 28.70        4.03111e+00        -2.93266e-02        0.00000e+00 
 29.40        4.02899e+00        -2.76934e-02        0.00000e+00 
 30.10        4.02686e+00        -2.59466e-02        0.00000e+00 
 30.80        4.02472e+00        -2.40865e-02        0.00000e+00 
 31.50        4.02257e+00        -2.21136e-02        0.00000e+00 
 32.20        4.02040e+00        -2.00283e-02        0.00000e+00 
 32.90        4.01822e+00        -1.78311e-02        0.00000e+00 
 33.60        4.01603e+00        -1.55223e-02        0.00000e+00 
 34.30        4.01382e+00        -1.31025e-02        0.00000e+00 
 35.00        4.01159e+00        -1.05721e-02        0.00000e+00 
 35.70        4.00935e+00        -7.93161e-03        0.00000e+00 
 36.40        4.00709e+00        -5.18145e-03        0.00000e+00 
 37.10        4.00481e+00        -2.32213e-03        0.00000e+00 
 37.80        4.00251e+00        6.45869e-04        0.00000e+00 
 38.50        4.00020e+00        3.72204e-03        0.00000e+00 
 39.20        3.99786e+00        6.90589e-03        0.00000e+00 
 39.90        3.99550e+00        1.01969e-02        0.00000e+00 
